timestamp,q01_spol__musko,q01_spol__zensko,q02_godiste__2004,q02_godiste__2005,q02_godiste__2006,q02_godiste__2007,q02_godiste__2008,q02_godiste__other_selected,q02_godiste__other_text,q03_srednja_skola__matematicka_prirodoslovno_matematicka_gimnazija,q03_srednja_skola__opca_gimnazija,q03_srednja_skola__klasicna_gimnazija,q03_srednja_skola__jezicna_gimnazija,q03_srednja_skola__elektrotehnicka_skola,q03_srednja_skola__strukovna_skola_s_fizikom,q03_srednja_skola__strukovna_skola_bez_fizike,q03_srednja_skola__other_selected,q03_srednja_skola__other_text,q04_godine_fizike,q05_prosjek_srednja_skola__matematika,q05_prosjek_srednja_skola__fizika,q06_godina_zavrsetka_srednje,q07_godina_mature,q08_uspjeh_matura__matematika_niza_razina,q08_uspjeh_matura__matematika_visa_razina,q08_uspjeh_matura__fizika,q09_fakultet__ferit_preddiplomski_sveucilisni_eit,q09_fakultet__ferit_preddiplomski_sveucilisni_racunarstvo,q09_fakultet__ferit_preddiplomski_strucni_elektrotehnika,q09_fakultet__ferit_preddiplomski_strucni_racunarstvo,q09_fakultet__of,q09_fakultet__om,q09_fakultet__gf,q09_fakultet__ptf,q10_prvi_izbor_fakulteta,q11_motivacija_upis__dobro_matematicko_znanje,q11_motivacija_upis__praktican_rad,q11_motivacija_upis__racunalo_programiranje,q11_motivacija_upis__okolina_inzenjerska_zanimanja,q11_motivacija_upis__inzenjerska_zanimanja_cijenjena,q11_motivacija_upis__eksperimenti_u_obrazovanju,q11_motivacija_upis__prijatelji_tehnicki_fakulteti,q11_motivacija_upis__nagovor_roditelja,q11_motivacija_upis__other_selected,q11_motivacija_upis__other_text,q12_stav_01,q13_stav_01_obrazlozenje,q13_stav_01_obrazlozenje__char_count,q13_stav_01_obrazlozenje__word_count,q14_stav_02,q15_stav_03,q16_stav_03_obrazlozenje,q16_stav_03_obrazlozenje__char_count,q16_stav_03_obrazlozenje__word_count,q17_stav_04,q18_stav_05,q19_stav_05_obrazlozenje,q19_stav_05_obrazlozenje__char_count,q19_stav_05_obrazlozenje__word_count,q20_stav_06,q21_stav_07,q22_stav_08,q23_stav_09,q24_stav_10,q25_stav_11,q26_stav_11_obrazlozenje,q26_stav_11_obrazlozenje__char_count,q26_stav_11_obrazlozenje__word_count,q27_stav_12,q28_stav_12_obrazlozenje,q28_stav_12_obrazlozenje__char_count,q28_stav_12_obrazlozenje__word_count,q29_stav_13,q30_stav_14,q31_stav_15,q32_stav_15_obrazlozenje,q32_stav_15_obrazlozenje__char_count,q32_stav_15_obrazlozenje__word_count,q33_stav_16,q34_stav_17,q35_stav_18,q36_stav_18_obrazlozenje,q36_stav_18_obrazlozenje__char_count,q36_stav_18_obrazlozenje__word_count,q37_stav_19,q38_stav_20,q39_stav_21,q40_stav_22,q41_stav_23,q42_stav_24,q43_stav_25,q44_stav_26,q45_stav_27,q46_stav_28,q47_stav_29,q48_stav_30,q49_stav_30_obrazlozenje,q49_stav_30_obrazlozenje__char_count,q49_stav_30_obrazlozenje__word_count,q50_stav_31,q51_koncept_32__a,q51_koncept_32__b,q51_koncept_32__c,q51_koncept_32__d,q51_koncept_32__e,q52_koncept_33__a,q52_koncept_33__b,q52_koncept_33__c,q52_koncept_33__d,q52_koncept_33__e,q53_attention_check,q54_z1_odgovor__a,q54_z1_odgovor__b,q54_z1_odgovor__c,q54_z1_odgovor__d,q54_z1_odgovor__e,q55_z1_sigurnost_odgovor,q56_z1_obrazlozenje__i,q56_z1_obrazlozenje__ii,q56_z1_obrazlozenje__iii,q56_z1_obrazlozenje__iv,q56_z1_obrazlozenje__v,q56_z1_obrazlozenje__other_selected,q56_z1_obrazlozenje__other_text,q57_z1_sigurnost_obrazlozenje,q58_z2_odgovor__a,q58_z2_odgovor__b,q58_z2_odgovor__c,q58_z2_odgovor__d,q58_z2_odgovor__e,q59_z2_sigurnost_odgovor,q60_z2_obrazlozenje__i,q60_z2_obrazlozenje__ii,q60_z2_obrazlozenje__iii,q60_z2_obrazlozenje__iv,q60_z2_obrazlozenje__v,q60_z2_obrazlozenje__other_selected,q60_z2_obrazlozenje__other_text,q61_z2_sigurnost_obrazlozenje,q62_z3_odgovor__a,q62_z3_odgovor__b,q62_z3_odgovor__c,q62_z3_odgovor__d,q62_z3_odgovor__e,q63_z3_sigurnost_odgovor,q64_z3_obrazlozenje__i,q64_z3_obrazlozenje__ii,q64_z3_obrazlozenje__iii,q64_z3_obrazlozenje__iv,q64_z3_obrazlozenje__v,q64_z3_obrazlozenje__other_selected,q64_z3_obrazlozenje__other_text,q65_z3_sigurnost_obrazlozenje,q66_z4_odgovor__a,q66_z4_odgovor__b,q66_z4_odgovor__c,q66_z4_odgovor__d,q66_z4_odgovor__e,q67_z4_sigurnost_odgovor,q68_z4_obrazlozenje__i,q68_z4_obrazlozenje__ii,q68_z4_obrazlozenje__iii,q68_z4_obrazlozenje__iv,q68_z4_obrazlozenje__v,q68_z4_obrazlozenje__other_selected,q68_z4_obrazlozenje__other_text,q69_z4_sigurnost_obrazlozenje,aaps_01_aligned,aaps_02_aligned,aaps_03_aligned,aaps_04_aligned,aaps_05_aligned,aaps_06_aligned,aaps_07_aligned,aaps_08_aligned,aaps_09_aligned,aaps_10_aligned,aaps_11_aligned,aaps_12_aligned,aaps_13_aligned,aaps_14_aligned,aaps_15_aligned,aaps_16_aligned,aaps_17_aligned,aaps_18_aligned,aaps_19_aligned,aaps_20_aligned,aaps_21_aligned,aaps_22_aligned,aaps_23_aligned,aaps_24_aligned,aaps_25_aligned,aaps_26_aligned,aaps_27_aligned,aaps_28_aligned,aaps_29_aligned,aaps_30_aligned,aaps_31_aligned,aaps_32_aligned,aaps_33_aligned,kat1_alignment,kat1_alignment_percent,kat2_alignment,kat2_alignment_percent,kat3_alignment,kat3_alignment_percent,aaps_total_alignment,aaps_total_alignment_percent,z1_answer_correct,z1_reasoning_correct,z1_both_correct,z2_answer_correct,z2_reasoning_correct,z2_both_correct,z3_answer_correct,z3_reasoning_correct,z3_both_correct,z4_answer_correct,z4_reasoning_correct,z4_both_correct,concept_answer_score_total,concept_reasoning_score_total,concept_both_score_total
20.3.2026. 08:24:21,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,2.0,3.0,2025.0,2025.0,,3.0,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Pokazujem sklonost prema praktičnom radu (izrađujem makete | jednostavne uređaje | spretno koristim različite mjerne instrumente | mogu obavljati različite kućne popravke | ...)) | Ljudi ili bližoj okolini imam ljude inženjerskih zanimanja | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),2,"Koristim se mnogim alatima tokom učenja te većinu stvari shvatim sam, no konzultacije sa profesorima mi znaju biti dosta korisne",128,20,4,1,"Mislim da je najbitnije razumjeti koncept zadatka kojeg rješavamo. Matematičko rješenje samo je jedna interpretacija problema, dok je razumjevanje koncepta pojave u zadatku puno bitnije.",186,25,4,1,"Apsolutno se ne slažem, fizika je mnogo više od rješavanja jednadžba. ",70,11,3,5,1,3,5,2,Mislim da se jednadžbe moraju znati intuitivno jer predstavljaju nešto što opisuje pojavu koju promatramo.,106,15,3,I da i ne. Postoje jednadžbe koje se mogu na mnogo problema primjeniti.,71,13,4,5,5,"Predočenje problema mi je jako bitno kod rješavanja jer vidim što se dešava.
",77,13,2,5,2,Ne radim to baš. Možda nekada kada se zbunim.,45,9,3,4,5,5,1,5,5,1,5,5,5,3,Nemam baš mišljenje. Tu su mi negdje.,37,7,1,0,0,1,0,0,1,0,0,0,0,4,0,0,1,0,0,4,0,0,0,1,0,0,,4,0,1,0,0,0,2,0,1,0,0,0,0,,2,1,0,0,0,0,4,1,0,0,0,0,0,,4,1,0,0,0,0,3,1,0,0,0,0,0,,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0.6842105263157895,68.42105263157895,0.7142857142857143,71.42857142857143,0.9,90.0,0.7272727272727273,72.72727272727273,1,0,0,1,1,1,0,0,0,0,0,0,2,1,1
20.3.2026. 08:24:35,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,"Strukovnu školu (strojarsku, građevinsku, medicinsku, …)",4,4.0,3.0,2024.0,2024.0,,3.0,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...) | Ljudi ili bližoj okolini imam ljude inženjerskih zanimanja | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),3,"Ako ne znam započeti zadatak, pomnije ga proučim i uzmem vremena da promislim, ali zna se dogoditi da ga bez pomoći ne znam započeti.",133,24,2,3,"Matematički dio je važan, ali smatram da nije poanta zadatka. Poanta zadatka je shvatiti određeno gradivo tj. kako nešto funkcionira u stvarnosti.",146,22,2,4,Mislim da se svaki zadatak na kraju svodi na to.,48,10,3,4,5,3,4,4,Postoji puno jednadžbi i mislim da nije moguće znati što svaka predstavlja i na koji način funkcionira.,103,17,5,Slažem se jer postoji jako puno jednadžbi u fizici.,51,9,4,4,2,"Smatram da skica može pomoći sa zadatkom, ali ne u nekoj velikoj mjeri. Ako ne shvaćam zadatak ili formule koje trebam koristiti, skica mi ne pomaže.",149,26,4,2,1,"Kao što sam već rekao, skice mi ne pružaju veliku pomoć, stoga ako nema potrebe za skicom mislim da ju ne bih ni nacrtao.",121,24,3,3,4,3,2,3,4,2,2,4,4,3,"Smatram da ako znamo formulu, možemo zadatak riješiti i pomoću simbola. Također smatram da je moguće u nekim slučajevima lakše se pogubiti u tim simbolima.",155,25,2,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,5,0,1,0,0,0,0,,3,0,0,0,1,0,3,0,0,1,0,0,0,,2,1,0,0,0,0,4,1,0,0,0,0,0,,3,0,0,0,1,0,1,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0.42105263157894735,42.10526315789473,0.38095238095238093,38.095238095238095,0.4,40.0,0.3333333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
20.3.2026. 08:26:12,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,Elektrotehničku školu,4,4.0,3.0,2025.0,2025.0,,2.0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...) | Tijekom dosadašnjeg obrazovanja često smo u suradnji s nastavnicima obavljali i osmišljavali zanimljive eksperimente iz fizike i drugih predmeta iz STEM područja,3,"Pokušao bi naći riješenje sam, no ako ne ide pitao bi za pomoć.",63,13,2,1,"Fizika nije samo matematika, nego i fizikalni dokazi nekih teorema.",67,10,2,3,Ovisi o vrsti zadatka,21,4,1,4,2,1,4,2,Ovisi o tipu zadatka dali ja rutinski koristim jednadžbe,56,9,3,"Iako ima puno primjera gdje neka jednadžba dokazuje nešto, također ima i dosta slučajeva gdje nije tako",103,17,4,2,5,Skica pomaže prikazati zadatak slikovno što mi pomaže da dođem do krajnjeg riješenja,84,13,3,1,1,Crtam skice i dijagrame gdje je potrebno da samom sebi objasnim neki koncept ili da mi bude lakse rijesiti neki zadatak,119,21,1,3,4,3,1,4,5,1,3,5,5,5,"Sa brojevima je lakse jer dobivamo neki brojcani rezultat, dok s simbolima lako se izgubiti ako negdje pogrijesimo",114,18,3,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,0,4,0,0,1,0,0,0,,3,0,0,0,1,0,3,0,1,0,0,0,0,,1,0,0,1,0,0,5,0,0,1,0,0,0,,2,0,1,0,0,0,1,1,0,0,0,0,0,,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0.3157894736842105,31.57894736842105,0.47619047619047616,47.61904761904761,0.5,50.0,0.3939393939393939,39.39393939393939,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
20.3.2026. 08:26:37,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,Elektrotehničku školu,4,5.0,5.0,2025.0,2025.0,,3.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),3,Dodatno razmislim pa onda ako idalje ne znam tražim pomoć,57,10,3,3,Jednako važnon je i postavljanje zadatka,40,6,3,3,Slažem se s tom izjavom s dodatkom da je bitno razumjevanje fizikalnih procesa koji se događaju u zadatku,105,18,2,3,3,2,4,2,Ako ne razumijem jednadžbu imam manju sklonost njezine upotrebe,63,9,2,Dosta tog su izvodi za neki specifični slučaj dok neko opće pravilo vrijedi na više situacija,93,16,4,4,3,Ako imam problem vizualizirati zadatak,38,5,2,3,2,Ne trošim vrijeme na crtanje ako ne trebam,42,8,2,2,4,4,1,4,4,4,3,3,3,2,Simbolički zna biti preglednije i brže za prepisati dio jednadžbe koji je ostao isti,84,14,4,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,0,0,1,0,0,,4,0,0,0,1,0,4,0,0,0,1,0,0,,4,0,0,1,0,0,4,0,1,0,0,0,0,,3,0,1,0,0,0,4,1,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0.5263157894736842,52.63157894736842,0.6190476190476191,61.904761904761905,0.5,50.0,0.48484848484848486,48.484848484848484,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0
20.3.2026. 08:26:45,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,Elektrotehničku školu,4,5.0,5.0,2025.0,2025.0,,3.0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...),2,"Ako se nađem u takvoj situaciji pokušavam pronaći rješenje, prolistam knjigu, pitam kolegu, pokušavam naći primjer slicnog zadatka te tek onda pitam nastavnika za pomoc. ",170,25,3,2,"Smatram da koliko god važno bilo rijesiti matematicki dio, bez baze teorije i logickog postavljanja zadatka nema ništa ",119,18,4,4,Smatram da je bitna i logika a ne samo cisto uvrstavanje. ,58,11,4,5,2,2,5,1,Smatram da to nikako nije tocno. ,33,6,5,U potpunosti se slazem s ovim stavom. ,38,7,1,3,5,Nakon nacrtano skice sve misli mogu vizualno predočiti sebi te na taj nacin doći brže do rješenja i zaključka o zadatku. ,121,21,1,1,5,Olakšavaju mi rješavanje zadataka,33,4,3,5,5,5,3,5,5,1,2,5,5,3,Ovisi o situaciji i težini zadatka najčešće. ,45,7,5,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,4,0,1,0,0,0,0,,4,0,0,0,1,0,4,0,0,0,1,0,0,,4,0,0,1,0,0,3,0,0,0,1,0,0,,3,1,0,0,0,0,3,0,1,0,0,0,0,,3,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0.631578947368421,63.1578947368421,0.7619047619047619,76.19047619047619,0.6,60.0,0.6363636363636364,63.63636363636363,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20.3.2026. 08:27:03,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,5.0,5.0,2025.0,2025.0,,2.0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),3,Ovisi o tipu zadatka i koliko predznanje imam iz samog kolegija.,64,11,3,4,"Razumjeli ili ne razumjeli postupak u nekom zadatku ili kako taj proces funkcionira, mora se biti barem u stanju odraditi matematički dio zadatka te to onda poboljšava i njegovo razumijevanje.",192,30,4,3,"To se možda tako čini na prvu, no puno se tih fizikalnih procesa u zadacima mora razumijeti i izlogicirati da bismo došli do tog stadija da samo uvrštavamo brojeve u formule.",174,31,4,4,3,3,4,4,"Nema svatko mogućnost shvaćanja kompliciranih jednadžbi, no može se istrenirati da ih može koristiti rutinski pri nekim zadacima i procesima.",141,20,4,Puno je grana i dijelova fizike i svaki taj ogranak ima svoje nekakve specifične odredbe i zakone stoga je logično da se neće na sve primjenjivati ista formula niti isti zakon.,176,31,4,3,4,"Ponekad je lakše nešto si izvizualizirati, ja nemam tu sposobnost da u glavi već vidim rješenje nekog problema, stoga mi ga je najlakše nacrtati.",145,24,3,2,3,"Ovisi o tipu zadatka i načinu na koji je postavljen, u nekim zadacima ne mogu bez skice jer ju zadatak traži, u nekim ne mogu shvatiti dobro zadatak bez da si ga ne predočim, a u nekim mi nije potrebno jer mogu riješiti i bez skice.",232,46,2,4,4,4,3,4,4,5,3,4,5,5,Puno je lakše raditi s brojevima jer njih si mogu predočiti i s njima mi je lakše raditi te i rezultat koji na kraju dobijem mogu provjeriti putem kalkulatora. Dok simboli ostavljaju puno više prostora za grešku.,212,37,3,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,0,3,0,0,0,0,1,0,,4,0,0,0,1,0,3,0,0,0,1,0,0,,4,0,1,0,0,0,3,0,0,1,0,0,0,,3,0,0,1,0,0,2,0,0,1,0,0,0,,3,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0.47368421052631576,47.368421052631575,0.5238095238095238,52.38095238095239,0.6,60.0,0.42424242424242425,42.42424242424242,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
20.3.2026. 08:28:35,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,4.0,5.0,2025.0,2025.0,,3.0,3.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Dobro poznajem i zanima me računalo (dobro poznajem programiranje | u mogućnosti sam prilično samostalno nadograditi i popraviti software i hardware računala | ...) | Ljudi ili bližoj okolini imam ljude inženjerskih zanimanja | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),2,"smatram da ću pokušati riješiti zadatak na temelju znanja kojega već imam, a ako dobijem krivo rješenje, tj. velika odstupanja,probat ću samostalno nastaviti koristeći se materijalima",183,26,4,4,"u fizici moramo primjeniti fizikalne zakone, a podloga svega toga je matematika, stoga moram razumjeti matematički model (koncept) kako bi se zadatak riješio",157,23,3,4,manje više svaki zadatak se temelji na nekom zakonu/jednadžbi stoga treba nekad kombinirati više istih da se dođe do rješenja,125,20,2,4,1,3,4,2,treba ih prvo u potpunosti razumjeti (tj. jedinice koje su u istoj) kako bi ih ispravno riješili,96,17,4,za svaki dio gradiva koje sam učio postojala je neka jednadžba/zakon kojeg sam primjenio na zadatke,99,16,4,3,5,"uvijek je korisno imati skicu koja će vizualno pobolje prikazati npr. sile na neko tijelo, tj. na njima vidimo ono što je u pravom svijetu nevidljivo",149,26,3,4,4,pomažu mi vizualizirati problem zadatka,39,5,4,4,4,5,2,3,4,4,4,3,4,3,smatram da mi bolje rješavanje zadataka tako da odmah uvrstim numeričke vrijednosti za razliku kada ih rješavam simbolički,122,18,4,0,1,0,0,0,0,0,0,1,0,4,0,0,1,0,0,5,0,0,0,1,0,0,,5,0,0,0,1,0,5,0,0,0,1,0,0,,5,0,0,1,0,0,3,0,0,0,0,1,0,,4,1,0,0,0,0,4,1,0,0,0,0,0,,3,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0.5789473684210527,57.89473684210527,0.7142857142857143,71.42857142857143,0.7,70.0,0.6363636363636364,63.63636363636363,1,0,0,0,0,0,1,1,1,0,0,0,2,1,1
20.3.2026. 08:29:03,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,Opću gimnaziju,4,3.0,3.0,2025.0,2025.0,,2.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Ljudi ili bližoj okolini imam ljude inženjerskih zanimanja,4,Problem mi je ako ne izvježbam doboljno zadataka da skontam princip racunanja tih istih zadataka,96,15,3,3,Koliko je bitan terorijski dio i prakticni razumijevanja toliko je bitan i matematički dio,90,14,4,5,Apsolutno se slazem s tim da moramo znati teorijsku i praktičnu pozadinu ,73,12,3,4,2,2,4,4,Bitno je znati sastaviti sustav jednadzbi te ih matematički riješiti,68,10,3,"Primjer je kinematika, količina gibanja sa 2 ili vise tijela",60,10,3,4,3,Nekada skica ili dijagram nije potreban ako je trivijalan zadatak ili zadatak koji sam mnogo puta rijesio,105,17,2,4,1,Ako je hitac uvis ili neki jednostavno jos kao npr slobodni pad rijetko crtam skicu,83,15,2,5,3,4,2,5,5,5,2,4,5,1,Kada imamo gotovu formulu lakse je staviti sve podatke u formulu i iz nje napisati i izracunati rezultat jer se na onaj drugi nacin lakse pogubiti,146,26,5,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,0,0,1,0,0,,4,0,0,0,1,0,4,0,0,0,1,0,0,,4,1,0,0,0,0,3,1,0,0,0,0,0,,4,0,0,0,0,1,3,0,1,0,0,0,0,,3,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0.5263157894736842,52.63157894736842,0.6190476190476191,61.904761904761905,0.7,70.0,0.5454545454545454,54.54545454545454,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.3.2026. 08:29:25,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,Elektrotehničku školu,4,4.0,3.0,2025.0,2025.0,,2.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Pokazujem sklonost prema praktičnom radu (izrađujem makete | jednostavne uređaje | spretno koristim različite mjerne instrumente | mogu obavljati različite kućne popravke | ...)) | Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),3,Ako uopće nisam siguran što se traži u zadatku onda ću pitati profesora ili nekog od kolega za pomoć inace sam pokušavam riješiti.,130,23,3,2,Mislim da matematički dio nije najteži nego pravilno postavljanje zadatka te dolazak do toga matematičkog dijela.,113,16,3,3,To može biti slučaj ali ne mora uvijek,38,8,4,4,3,2,4,2,Ja mislim da trebamo razumijeti jednadžbe da bi riješavali zadatak.,67,10,4,Mislim kako imamo puno situacija u fizici i ima smisla da nemaju sve istu jednadžbu.,84,15,4,4,5,Kada imam skicu lakše mi je predočiti što se traži te kako doći do toga.,72,15,3,2,2,"ako nema potrebe za skicom uglavnom ju ne nacrtam,ponekad ju ipak nacrtam jer sam prvo mislio da mi je potrebna",111,20,3,4,4,4,2,3,4,4,4,4,4,3,Ponekad nam je lakše ubciti brojeve i riješavati ali često je bolje simbolično te na samom kraju uvrstiti vrijednosti,117,19,5,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,1,4,0,1,0,0,0,0,,4,0,0,0,0,1,3,0,0,1,0,0,0,,2,1,0,0,0,0,3,1,0,0,0,0,0,,3,0,0,0,1,0,3,0,0,0,1,0,0,,3,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0.5789473684210527,57.89473684210527,0.7142857142857143,71.42857142857143,0.7,70.0,0.6060606060606061,60.60606060606061,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
20.3.2026. 08:30:31,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,"Matematičku, prirodoslovno-matematičku gimnaziju",4,4.0,4.0,2024.0,2024.0,,4.0,3.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Smatram da su inženjerska zanimanja vrlo cijenjena (dobra plaća | velika mogućnost profesionalnog usavršavanja | ...),3,"Ovisi, nekad probam razlicite ideje pa uspijem kao shvatiti negdje u sredini kako zapravo poceti, a nekad jednostavno nemam nikakve ideje",137,21,3,2,Smatram da ako ne znam postaviti zadatak kao fizikalno da onda matematicki dio ne znaci puno i opcenito meni je uvijek bilo lakse matematicki dio rijesiti nego fizikalni pa mi to nikad nije pomoglo,197,34,2,5,"Brojcana je vrijednost ja bih rekla najmanje bitna kod rijesavanja zadatka opcenito, a pogotovo jer se cesto dosta stvari pokrati i tako pa te stvari se nece bas direktno vidjeti ako uvrstavamo izracunate brojeve",212,34,1,3,1,4,3,4,"A neke stvari u fizici mi bas nisu intuitivne ili ih ne mogu kako treba vizualizirati pa samo rijesavam rutinski a je toliko s razmijevanjem - al to traje jedno vrijeme obicno mi dode aha trenutak pa shvatim, ali moram priznati da je to vise stvar ovog faksa jer kao profesori ovdje vise objasnjavaju tk da mozemo intuitivno shvatiti za razliku od fizike iz srednje",365,65,2,Nema smisla da je primarna svrha neke jednadzbe isklj za jednu svrhu sve je u svijetu povezano na neki nacin tako da sve te jednadzbe samo prate prirodu pa onda ono sve ima vise svrha…,184,35,5,5,5,lakse je doci do nekih zakljucaka ako imam ispred sebe crtez koji prikazuje problem,83,14,4,2,1,"nisam toliko dobra u fizici da tako znam to napraviti, al kad bih znala crtala bi!",82,16,4,4,4,5,2,5,5,3,4,4,5,4,neke stvari mogu zakljuciti imaju li fizikalnog smisla kad vidim brojeve sta dobijem al opet lako je ubaciti neke svoje vrijednosti pa tako zakljuciti,150,24,5,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,4,0,1,0,0,0,0,,3,0,0,0,1,0,3,0,0,0,1,0,0,,2,1,0,0,0,0,3,1,0,0,0,0,0,,3,1,0,0,0,0,3,1,0,0,0,0,0,,2,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.5263157894736842,52.63157894736842,0.6666666666666666,66.66666666666666,0.8,80.0,0.6060606060606061,60.60606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
